Blockno,DateTime (UTC),Parent Transaction Hash,Status,Type,From,From_Nametag,To,To_Nametag,Amount,Value (USD)
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x74312363e45dcaba76c59ec49a7aa8a65a67eed3","X2Y2: Exchange","0xd823c605807cc5e6bd6fc0d7e4eea50d3e2d66cd","X2Y2: Fee Management","0.000245 ETH","N/A"
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2","Gem: GemSwap 2","0x74312363e45dcaba76c59ec49a7aa8a65a67eed3","X2Y2: Exchange","0.049 ETH","N/A"
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0d86df45e63d3ac37b32b66b6cf8a8e9b021304f","","0.052725 ETH","N/A"
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x5f503c8b9d7f130d5e379c3c88b860ae1eb42b43","","0.0058 ETH","N/A"
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0000a26b00c1f0df003000390027140000faa719","OpenSea: Fees 3","0.0029 ETH","N/A"
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x7e164d3e6cbe19ae2abf22fb43885d211a4e38b6","jkjustplay.eth","0.054575 ETH","N/A"
"","","0xbc2225d336f8e9bec0d51bfef8e54033fbe4ff9a21723dfc2f00214e4e78f663","Success","call","0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2","Gem: GemSwap 2","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0.116 ETH","N/A"
"","","0xb7492892f49d77072f1651e744a6c3457c1f744a74bb5f15460020be45340d84","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x20f37edfbb8994288a2a21c3a3d341b6bf83230b","","0.0087875 ETH","N/A"
"","","0xb7492892f49d77072f1651e744a6c3457c1f744a74bb5f15460020be45340d84","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x63d6a3590b0b31dc750aff6335d006881e59767b","","0.000475 ETH","N/A"
"","","0xb7492892f49d77072f1651e744a6c3457c1f744a74bb5f15460020be45340d84","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0000a26b00c1f0df003000390027140000faa719","OpenSea: Fees 3","0.0002375 ETH","N/A"
"","","0xb44dc86d2c0b9976ac17ab123c232ba44719f4d010d5d76926e84386f662693f","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x70cef3c7f60c0390a129c3883be1bee8d54e3a44","","1 wei","N/A"
"","","0xb44dc86d2c0b9976ac17ab123c232ba44719f4d010d5d76926e84386f662693f","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x84571468588ca4bb86c711e97ca7e6e81bcac71d","mrblisterfister.eth","0.001575 ETH","N/A"
"","","0xb44dc86d2c0b9976ac17ab123c232ba44719f4d010d5d76926e84386f662693f","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x2e400a249db978a99e9ad178f4c2e1c96ebad807","","0.000179999999999999 ETH","N/A"
"","","0xb44dc86d2c0b9976ac17ab123c232ba44719f4d010d5d76926e84386f662693f","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0000a26b00c1f0df003000390027140000faa719","OpenSea: Fees 3","0.000044999999999999 ETH","N/A"
"","","0xe2353c18440ac3d01882ce7ef6eb2da377939227df7c40212472cf6d56e9af37","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x43c7c3943a181774fd1791742ef6b42d671e30c3","","0.361 ETH","N/A"
"","","0xe2353c18440ac3d01882ce7ef6eb2da377939227df7c40212472cf6d56e9af37","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0xe902f901801f51385817a84fda42dc4f87d46a94","","0.0095 ETH","N/A"
"","","0xe2353c18440ac3d01882ce7ef6eb2da377939227df7c40212472cf6d56e9af37","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0000a26b00c1f0df003000390027140000faa719","OpenSea: Fees 3","0.0095 ETH","N/A"
"","","0xb58db7584a0313bc5932a48ebed8272e67b8c6b8b91fbd8ea188599dd84812de","Success","call","0x000000000000509081d6fcd3ee63e791ad1db763","","0x283af0b28c62c092c9727f1ee09c02ca627eb7f5","ENS: Old ETH Registrar Controller","0.003337668014461122 ETH","N/A"
"","","0xb58db7584a0313bc5932a48ebed8272e67b8c6b8b91fbd8ea188599dd84812de","Success","call","0x000000000000509081d6fcd3ee63e791ad1db763","","0x283af0b28c62c092c9727f1ee09c02ca627eb7f5","ENS: Old ETH Registrar Controller","0.003337668014461122 ETH","N/A"
"","","0xb58db7584a0313bc5932a48ebed8272e67b8c6b8b91fbd8ea188599dd84812de","Success","call","0x000000000000509081d6fcd3ee63e791ad1db763","","0x283af0b28c62c092c9727f1ee09c02ca627eb7f5","ENS: Old ETH Registrar Controller","0.003337668014461122 ETH","N/A"
"","","0xb58db7584a0313bc5932a48ebed8272e67b8c6b8b91fbd8ea188599dd84812de","Success","call","0x000000000000509081d6fcd3ee63e791ad1db763","","0x283af0b28c62c092c9727f1ee09c02ca627eb7f5","ENS: Old ETH Registrar Controller","0.003337668014461122 ETH","N/A"
"","","0x275ae997396f08f87b79c73209d01350b0c547ed5cfa4c84abb929c3b9d591ea","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0xbb2a0f90d00006395023c19e8795749482a18aa9","","0.022625 ETH","N/A"
"","","0x275ae997396f08f87b79c73209d01350b0c547ed5cfa4c84abb929c3b9d591ea","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x33517103e74910c88971d906337744277b2e1b3b","","0.00175 ETH","N/A"
"","","0x275ae997396f08f87b79c73209d01350b0c547ed5cfa4c84abb929c3b9d591ea","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0000a26b00c1f0df003000390027140000faa719","OpenSea: Fees 3","0.000625 ETH","N/A"
"","","0xa1cd590aea059bed8db9ffde1f87cb21234aa2fcad04048734039d1ee1fd6436","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x102847ae2bb1cf59335516da263d5fb50e1ac4c8","matuouba.eth","0.06475 ETH","N/A"
"","","0xa1cd590aea059bed8db9ffde1f87cb21234aa2fcad04048734039d1ee1fd6436","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x4489590a116618b506f0efe885432f6a8ed998e9","The Sandbox: Treasury Vault","0.0035 ETH","N/A"
"","","0xa1cd590aea059bed8db9ffde1f87cb21234aa2fcad04048734039d1ee1fd6436","Success","call","0x00000000006c3852cbef3e08e8df289169ede581","Seaport 1.1","0x0000a26b00c1f0df003000390027140000faa719","OpenSea: Fees 3","0.00175 ETH","N/A"
"","","0x40ed21c63bd7f73983b7ac0e408cdc2e10f147cee375b6405de5de3102e2f6c8","Success","call","0x283af0b28c62c092c9727f1ee09c02ca627eb7f5","ENS: Old ETH Registrar Controller","0xe5f0ce00e6c3cbc46011e90c4fc4c78a7c8fd518","xafariz.eth","0.001554921185933439 ETH","N/A"
"","","0x11c15a3f287f28fcf8ae8c05ae406537998b1be134fd7437b5a66bd418543a9c","Success","call","0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45","Uniswap V3: Router 2","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","0xd93b237f729ddA43E0e5c44E76FB86727","0.1 ETH","N/A"
"","","0xac44330b4b715b09243663e0f193bd6b34bfdcbc737f3aed17aa23e39b48c950","Success","call","0x720dc5138b28c5b9dc8de54ae5cfee9a81cb7db3","","0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","Kraken 4","4.476646376117120041 ETH","N/A"
"","","0x406421b59722053e47efd0bda6b1c50110370c3e5376fe05078e5beddcb144a5","Success","call","0xbb4517fec4db8c5e999fb9d0884c89135dd22c8a","","0x5f65f7b609678448494de4c87521cdf6cef1e932","Gemini 4","0.14328631 ETH","N/A"
"","","0x108212f6012cedf418c07755f11d0c4223e5794470a5999e2771175599f62729","Success","call","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","Uniswap V2: Router 2","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","0xd93b237f729ddA43E0e5c44E76FB86727","0.07 ETH","N/A"
"","","0x70bb647614740785acfc6eb75218386923de9f7fdde68ab4d6db48c597fa7cf1","Success","call","0x1111111254fb6c44bac0bed2854e76f90643097d","Aggregation Router V4","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","0xd93b237f729ddA43E0e5c44E76FB86727","0.585 ETH","N/A"
